klyuch,hozyaistvo,vino,vivino_id,vivino_adres,vivino_status,etiketok,v_knige,est_u_kritikov,rejon,vinogorje,rejon_istochnik,cvet
braca-rajkovic-prince-rskavac,Braća Rajković,Prince Rskavac,2315649,https://www.vivino.com/w/2315649,ocenka_est,506,False,True,Rejon Tri Morave,Kruševačko vinogorje,konkurs,красное
braca-rajkovic-sofia,Braća Rajković,Sofia,,,net_na_vivino,,False,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,розе
braca-rajkovic-sofia-carmenere,Braća Rajković,Sofia Carmenere,,,net_na_vivino,,False,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,красное
braca-rajkovic-sofia-cuvee,Braća Rajković,Sofia Cuvée,1844965,https://www.vivino.com/w/1844965,ocenka_est,609,False,False,Rejon Tri Morave,,konkurs,красное
braca-rajkovic-sofia-rose,Braća Rajković,Sofia Rosé,6631524,https://www.vivino.com/w/6631524,ocenka_est,205,False,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,розе
braca-rajkovic-sofia-semillon,Braća Rajković,Sofia Semillon,,,net_na_vivino,,False,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,белое
braca-rajkovic-sofia-tamjanika,Braća Rajković,Sofia Tamjanika,1448902,https://www.vivino.com/w/1448902,ocenka_est,1251,False,True,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,белое
braca-rajkovic-sofia-traminer-late-harvest,Braća Rajković,Sofia Traminer Late Harvest,,,net_na_vivino,,False,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,белое
braca-rajkovic-sofia-viognier-barrique,Braća Rajković,Sofia Viognier Barrique,,,net_na_vivino,,False,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,белое
braca-rajkovic-sofija-tamnjanika-noble-rot-late-harvest,Braća Rajković,Sofija Tamnjanika Noble Rot Late Harvest,,,net_na_vivino,,False,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,десертное
braca-rajkovic-tamjanika,Braća Rajković,Tamjanika,,,net_na_vivino,,False,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,белое
braca-rajkovic-tamjanika-kasna-berba,Braća Rajković,Tamjanika Kasna Berba,9952066,https://www.vivino.com/w/9952066,malo_ocenok,13,False,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,белое
braca-rajkovic-zupanaja,Braća Rajković,ŽupanAja,,,net_na_vivino,,False,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,красное
braca-rajkovic-prokup-c-roze-prokupac-rose,Braća Rajković,ПРОКУПΛЦ РОЗЕ (Prokupac Rosé),7304807,https://www.vivino.com/w/7304807,malo_ocenok,1,False,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,розе
breg-grasac,Breg,Grašac,,,net_na_vivino,,False,True,Sremski rejon,Fruškogorsko vinogorje,konkurs,белое
breg-rose,Breg,Rosé,13984376,https://www.vivino.com/w/13984376,malo_ocenok,1,False,False,Sremski rejon,Fruškogorsko vinogorje,hozyaistvo,розе
breg-sila,Breg,Sila,13644102,https://www.vivino.com/w/13644102,malo_ocenok,39,False,True,Sremski rejon,Fruškogorsko vinogorje,konkurs,белое
breg-tamjanika,Breg,Tamjanika,13679919,https://www.vivino.com/w/13679919,malo_ocenok,49,False,True,Sremski rejon,Fruškogorsko vinogorje,konkurs,белое
budimir-angel,Budimir,Angel,,,net_na_vivino,,False,True,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,
budimir-i-kao-da-si-andeo,Budimir,I Kao da si Anđeo,2353059,https://www.vivino.com/w/2353059,ocenka_est,655,False,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,красное
budimir-kas-da-si-anates,Budimir,Kas Da Si Anates,1979180,https://www.vivino.com/w/1979180,ocenka_est,504,False,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,красное
budimir-lila-prokupac-boje,Budimir,Lila Prokupac Boje,3821618,https://www.vivino.com/w/3821618,ocenka_est,2049,False,True,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,красное
budimir-lila-prokupac-boje-vieilles-vignes,Budimir,Lila Prokupac Boje Vieilles Vignes,6747969,https://www.vivino.com/w/6747969,ocenka_est,897,False,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,красное
budimir-margus-margi,Budimir,Margus Margi,,,net_na_vivino,,False,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,белое
budimir-margvs-margi-riesling,Budimir,Margvs Margi Riesling,1692571,https://www.vivino.com/w/1692571,ocenka_est,899,False,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,белое
budimir-pro-cou-patz,Budimir,Pro-Cou-Patz,6696736,https://www.vivino.com/w/6696736,ocenka_est,595,False,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,красное
budimir-slatka-mala,Budimir,Slatka mala,,,net_na_vivino,,True,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,
budimir-svb-rosa,Budimir,Svb Rosa,1970828,https://www.vivino.com/w/1970828,ocenka_est,2235,False,True,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,розе
budimir-tamjanika,Budimir,Tamjanika,,,net_na_vivino,,False,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,белое
budimir-tamjanika-budimir,Budimir,Tamjanika Budimir,2402010,https://www.vivino.com/w/2402010,ocenka_est,2885,False,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,белое
budimir-tamjanika-slatka-mala,Budimir,Tamjanika Slatka Mala,5756606,https://www.vivino.com/w/5756606,malo_ocenok,41,True,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,белое
budimir-tamjanika-zupska,Budimir,Tamjanika Župska,1582598,https://www.vivino.com/w/1582598,ocenka_est,107,False,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,белое
budimir-triada,Budimir,Triada,2130032,https://www.vivino.com/w/2130032,ocenka_est,2528,False,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,красное
budimir-triada-reborn-prokupac,Budimir,Triada Reborn Prokupac,13802774,https://www.vivino.com/w/13802774,malo_ocenok,44,False,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,красное
budimir-triada-rose,Budimir,Triada Rosé,5792825,https://www.vivino.com/w/5792825,ocenka_est,163,False,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,розе
budimir-triada-white,Budimir,Triada White,6993499,https://www.vivino.com/w/6993499,ocenka_est,451,False,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,белое
budimir-triada-crveno,Budimir,Triada crveno,,,net_na_vivino,,False,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,красное
budimir-vera,Budimir,Vera,1692601,https://www.vivino.com/w/1692601,ocenka_est,107,True,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,белое
budimir-vera-tamjanika,Budimir,Vera Tamjanika,7806795,https://www.vivino.com/w/7806795,ocenka_est,228,True,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,белое
budimir-x-projekat-iks,Budimir,X Projekat Iks,3082001,https://www.vivino.com/w/3082001,ocenka_est,1732,False,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,красное
budimir-toma-zdravkovid-belo-toma-zdravkovic-red,Budimir,Тома Здравковиђ Бело (Toma Zdravković Red),6602771,https://www.vivino.com/w/6602771,malo_ocenok,68,False,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,красное
budimir-toma-zdravkovid-belo-toma-zdravkovic-white,Budimir,Тома Здравковиђ Бело (Toma Zdravković White),8230488,https://www.vivino.com/w/8230488,malo_ocenok,4,False,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,белое
chicha-cabernet-franc,Chicha,Cabernet Franc,12773260,https://www.vivino.com/w/12773260,malo_ocenok,1,False,False,,,,красное
chicha-chardonnay,Chicha,Chardonnay,10871109,https://www.vivino.com/w/10871109,malo_ocenok,7,False,False,,,,белое
chicha-merlot,Chicha,Merlot,12773263,https://www.vivino.com/w/12773263,malo_ocenok,1,False,False,,,,красное
chicha-morava,Chicha,Morava,12036120,https://www.vivino.com/w/12036120,malo_ocenok,4,False,False,,,,белое
chicha-reserva-cabernet-sauvignon,Chicha,Reserva Cabernet Sauvignon,10868316,https://www.vivino.com/w/10868316,ocenka_est,112,False,False,,,,красное
chicha-reserva-merlot,Chicha,Reserva Merlot,9640148,https://www.vivino.com/w/9640148,ocenka_est,153,False,False,,,,красное
chicha-rose,Chicha,Rosé,10198266,https://www.vivino.com/w/10198266,malo_ocenok,17,False,False,,,,розе
chicha-sauvignon-blanc,Chicha,Sauvignon Blanc,10842061,https://www.vivino.com/w/10842061,malo_ocenok,31,False,False,,,,белое
chicha-tamjanika,Chicha,Tamjanika,10871121,https://www.vivino.com/w/10871121,malo_ocenok,25,False,False,,,,белое
chicha-vermet,Chicha,Vermet,12773272,https://www.vivino.com/w/12773272,malo_ocenok,,False,False,,,,креплёное
chicha-zlatna-reserva-cabernet-sauvignon,Chicha,Zlatna Reserva Cabernet Sauvignon,9355001,https://www.vivino.com/w/9355001,ocenka_est,131,False,False,,,,красное
chichateau-bambino-nero,Chichateau,Bambino Nero,3957070,https://www.vivino.com/w/3957070,ocenka_est,126,False,False,Sremski rejon,Fruškogorsko vinogorje,hozyaistvo,красное
chichateau-blake-sauvignon-blanc,Chichateau,Blake Sauvignon Blanc,,,net_na_vivino,,False,True,Sremski rejon,Fruškogorsko vinogorje,konkurs,белое
chichateau-chardonnay,Chichateau,Chardonnay,,,net_na_vivino,,False,True,Sremski rejon,Fruškogorsko vinogorje,konkurs,белое
chichateau-chi,Chichateau,Chi,,,net_na_vivino,,False,False,Sremski rejon,Fruškogorsko vinogorje,hozyaistvo,белое
chichateau-chi-chardonnay,Chichateau,Chi Chardonnay,6422987,https://www.vivino.com/w/6422987,ocenka_est,861,False,True,Sremski rejon,Fruškogorsko vinogorje,konkurs,белое
chichateau-fabula-lagum,Chichateau,Fabula Lagum,2411434,https://www.vivino.com/w/2411434,ocenka_est,2742,False,True,Sremski rejon,Fruškogorsko vinogorje,konkurs,красное
chichateau-fabula-lagum-cabernet-sauvignon-cabernet-franc-merlot,Chichateau,Fabula Lagum Cabernet Sauvignon-Cabernet Franc-Merlot,,,net_na_vivino,,False,True,Sremski rejon,Fruškogorsko vinogorje,konkurs,красное
chichateau-fabula-mala,Chichateau,Fabula Mala,5813099,https://www.vivino.com/w/5813099,ocenka_est,2372,False,False,Sremski rejon,Fruškogorsko vinogorje,hozyaistvo,красное
chichateau-fabula-mala-a-bela-chardonnay,Chichateau,Fabula Mala a Bela Chardonnay,2724672,https://www.vivino.com/w/2724672,ocenka_est,483,False,False,Sremski rejon,Fruškogorsko vinogorje,hozyaistvo,белое
chichateau-pink-punk,Chichateau,Pink Punk,,,net_na_vivino,,False,False,Sremski rejon,Fruškogorsko vinogorje,hozyaistvo,розе
chichateau-pink-punk-roze,Chichateau,Pink Punk Roze,2689627,https://www.vivino.com/w/2689627,ocenka_est,2650,False,False,Sremski rejon,Fruškogorsko vinogorje,hozyaistvo,розе
chichateau-sauvignon-blank,Chichateau,Sauvignon Blank,5762784,https://www.vivino.com/w/5762784,ocenka_est,955,False,False,Sremski rejon,Fruškogorsko vinogorje,hozyaistvo,белое
chichateau-sauvignon-blejk,Chichateau,Sauvignon Blejk,,,net_na_vivino,,False,False,Sremski rejon,Fruškogorsko vinogorje,hozyaistvo,белое
chateau-prince-cuvee,Château Prince,CUVEE,,,net_na_vivino,,False,True,Šumadijski rejon,Oplenačko vinogorje,hozyaistvo,красное
chateau-prince-charm,Château Prince,CharM,11421592,https://www.vivino.com/w/11421592,ocenka_est,1287,False,True,Šumadijski rejon,Oplenačko vinogorje,hozyaistvo,белое
chateau-prince-charm-chardonnay-morava,Château Prince,Charm Chardonnay-Morava,,,net_na_vivino,,False,True,Šumadijski rejon,Oplenačko vinogorje,hozyaistvo,белое
chateau-prince-charm-morava-and-chardonnay,Château Prince,Charm Morava and Chardonnay,,,net_na_vivino,,False,True,Šumadijski rejon,Oplenačko vinogorje,hozyaistvo,
chateau-prince-chateau-shiraz,Château Prince,Château Shiraz,11262824,https://www.vivino.com/w/11262824,ocenka_est,2010,False,True,Šumadijski rejon,Oplenačko vinogorje,konkurs,красное
chateau-prince-cuvee-21,Château Prince,Cuvée 21,12667635,https://www.vivino.com/w/12667635,malo_ocenok,10,False,False,Šumadijski rejon,Oplenačko vinogorje,hozyaistvo,красное
chateau-prince-dobra-vila-tamjanika,Château Prince,Dobra Vila Tamjanika,12148702,https://www.vivino.com/w/12148702,ocenka_est,681,False,False,Šumadijski rejon,Oplenačko vinogorje,hozyaistvo,белое
chateau-prince-gospodar,Château Prince,Gospodar,,,net_na_vivino,,False,True,Šumadijski rejon,Oplenačko vinogorje,hozyaistvo,красное
chateau-prince-magija-rose,Château Prince,Magija Rosé,11684000,https://www.vivino.com/w/11684000,ocenka_est,1192,False,False,Šumadijski rejon,Oplenačko vinogorje,hozyaistvo,розе
chateau-prince-morava-m,Château Prince,Morava M,,,net_na_vivino,,False,True,Šumadijski rejon,Oplenačko vinogorje,hozyaistvo,
chateau-prince-princess,Château Prince,Princess,,,net_na_vivino,,False,True,Šumadijski rejon,Oplenačko vinogorje,hozyaistvo,белое
chateau-prince-princess-chardonnay,Château Prince,Princess Chardonnay,11735673,https://www.vivino.com/w/11735673,malo_ocenok,102,False,False,Šumadijski rejon,Oplenačko vinogorje,hozyaistvo,белое
chateau-prince-princess-premium,Château Prince,Princess Premium,,,net_na_vivino,,False,True,Šumadijski rejon,Oplenačko vinogorje,hozyaistvo,
chateau-prince-princess-premium-chardonnay,Château Prince,Princess Premium Chardonnay,12991089,https://www.vivino.com/w/12991089,malo_ocenok,17,False,False,Šumadijski rejon,Oplenačko vinogorje,hozyaistvo,белое
chateau-prince-probus-m-barrique,Château Prince,Probus M barrique,,,net_na_vivino,,False,True,Šumadijski rejon,Oplenačko vinogorje,hozyaistvo,
chateau-prince-probus-m-barik,Château Prince,Probus m Barik,,,net_na_vivino,,False,True,Šumadijski rejon,Oplenačko vinogorje,hozyaistvo,
chateau-prince-rose,Château Prince,Rose,,,net_na_vivino,,False,True,Šumadijski rejon,Oplenačko vinogorje,hozyaistvo,
chateau-prince-shiraz-premium,Château Prince,Shiraz Premium,12264939,https://www.vivino.com/w/12264939,ocenka_est,181,False,True,Šumadijski rejon,Oplenačko vinogorje,hozyaistvo,красное
chateau-prince-velika,Château Prince,Velika,,,net_na_vivino,,False,True,Šumadijski rejon,Oplenačko vinogorje,hozyaistvo,белое
chateau-prince-velika-morava,Château Prince,Velika Morava,10799377,https://www.vivino.com/w/10799377,ocenka_est,455,False,True,Šumadijski rejon,Oplenačko vinogorje,konkurs,белое
cilic-cabernet-merlot,Cilić,Cabernet - Merlot,2538692,https://www.vivino.com/w/2538692,ocenka_est,2558,False,False,Rejon Tri Morave,,hozyaistvo,красное
cilic-cabernet-sauvignon,Cilić,Cabernet Sauvignon,11976202,https://www.vivino.com/w/11976202,malo_ocenok,2,False,False,Rejon Tri Morave,,hozyaistvo,красное
cilic-crni-vrh-cabernet-merlot,Cilić,Crni Vrh Cabernet - Merlot,12944969,https://www.vivino.com/w/12944969,ocenka_est,174,False,False,Rejon Tri Morave,,hozyaistvo,красное
cilic-crni-vrh-sauvignon-blanc,Cilić,Crni Vrh Sauvignon Blanc,12919339,https://www.vivino.com/w/12919339,ocenka_est,59,False,False,Rejon Tri Morave,,hozyaistvo,белое
cilic-fume-blanc,Cilić,Fumé Blanc,1287488,https://www.vivino.com/w/1287488,ocenka_est,613,False,False,Rejon Tri Morave,,hozyaistvo,белое
cilic-kasmir,Cilić,Kašmir,11543190,https://www.vivino.com/w/11543190,ocenka_est,75,False,False,Rejon Tri Morave,,hozyaistvo,красное
cilic-manifest,Cilić,Manifest,,,net_na_vivino,,False,False,Rejon Tri Morave,,hozyaistvo,красное
cilic-manifest-sauvignon-blanc,Cilić,Manifest Sauvignon Blanc,12133580,https://www.vivino.com/w/12133580,ocenka_est,96,True,False,Rejon Tri Morave,,hozyaistvo,белое
cilic-merlot-manifest-grand-cur,Cilić,Merlot Manifest Grand Cur,10302006,https://www.vivino.com/w/10302006,ocenka_est,93,False,False,Rejon Tri Morave,,hozyaistvo,красное
cilic-mopaba,Cilić,Mopaba,7467422,https://www.vivino.com/w/7467422,ocenka_est,169,False,False,Rejon Tri Morave,,hozyaistvo,красное
cilic-morava,Cilić,Morava,,,net_na_vivino,,False,False,Rejon Tri Morave,,hozyaistvo,белое
cilic-onyx,Cilić,Onyx,,,net_na_vivino,,True,False,Rejon Tri Morave,,hozyaistvo,белое
cilic-onyx-blanc,Cilić,Onyx Blanc,3907416,https://www.vivino.com/w/3907416,ocenka_est,1235,True,True,Rejon Tri Morave,,hozyaistvo,белое
cilic-onyx-rose,Cilić,Onyx Rosé,6732193,https://www.vivino.com/w/6732193,ocenka_est,150,True,False,Rejon Tri Morave,,hozyaistvo,розе
cilic-onyx-rouge,Cilić,Onyx Rouge,3829927,https://www.vivino.com/w/3829927,ocenka_est,2752,True,False,Rejon Tri Morave,,hozyaistvo,красное
cilic-onyx-belo,Cilić,Onyx belo,,,net_na_vivino,,True,False,Rejon Tri Morave,,hozyaistvo,белое
cilic-onyx-crveno,Cilić,Onyx crveno,,,net_na_vivino,,True,False,Rejon Tri Morave,,hozyaistvo,красное
cilic-pinot-noir,Cilić,Pinot Noir,1924928,https://www.vivino.com/w/1924928,ocenka_est,231,False,False,Rejon Tri Morave,,hozyaistvo,красное
cilic-xomo-zero,Cilić,Xomo Zero,2412080,https://www.vivino.com/w/2412080,ocenka_est,61,False,False,Rejon Tri Morave,,hozyaistvo,розе
conte-vallonne-cabernet-sauvignon,Conte Vallonne,Cabernet Sauvignon,8633392,https://www.vivino.com/w/8633392,malo_ocenok,39,False,False,,,,красное
conte-vallonne-muscat-ottonel,Conte Vallonne,Muscat Ottonel,7679772,https://www.vivino.com/w/7679772,malo_ocenok,21,False,False,,,,белое
conte-vallonne-reserva-cabernet-sauvignon,Conte Vallonne,Reserva Cabernet Sauvignon,6300653,https://www.vivino.com/w/6300653,malo_ocenok,5,False,False,,,,красное
conte-vallonne-sauvignon-blanc,Conte Vallonne,Sauvignon Blanc,8078695,https://www.vivino.com/w/8078695,malo_ocenok,1,False,False,,,,белое
crmnicko-bijelo-vino,Crmničko Vino,Bijelo Vino,6539627,https://www.vivino.com/w/6539627,malo_ocenok,6,False,False,,,,красное
crmnicko-conte-vrance,Crmničko Vino,Conte Vrance,6310762,https://www.vivino.com/w/6310762,malo_ocenok,15,False,False,,,,красное
crmnicko-red,Crmničko Vino,Red,9837036,https://www.vivino.com/w/9837036,malo_ocenok,3,False,False,,,,красное
crmnicko-urisic-merak,Crmničko Vino,Ɖurišić Merak,13141316,https://www.vivino.com/w/13141316,malo_ocenok,1,False,False,,,,красное
cubra-stena-barrique-cabernet-sauvignon,Cubra,Stena Barrique Cabernet Sauvignon,10005373,https://www.vivino.com/w/10005373,malo_ocenok,17,False,False,Rejon Negotinska Krajina,Negotinsko vinogorje,hozyaistvo,красное
cubra-vinska-rukovet-chardonnay,Cubra,Vinska Rukovet Chardonnay,10679049,https://www.vivino.com/w/10679049,malo_ocenok,7,False,False,Rejon Negotinska Krajina,Negotinsko vinogorje,hozyaistvo,белое
cvetkovic-ferdinand,Cvetković Vinarija,Ferdinand,12906097,https://www.vivino.com/w/12906097,malo_ocenok,49,False,False,Rejon Tri Morave,,hozyaistvo,красное
cvetkovic-rozen,Cvetković Vinarija,RoZen,12906078,https://www.vivino.com/w/12906078,malo_ocenok,3,False,False,Rejon Tri Morave,,hozyaistvo,розе
cvetkovic-zova-tamjanika,Cvetković Vinarija,Zova Tamjanika,12345516,https://www.vivino.com/w/12345516,malo_ocenok,46,False,False,Rejon Tri Morave,,hozyaistvo,белое
dalia-crna-tamjanika-brut-nature,Dalia,Crna Tamjanika Brut Nature,13437598,https://www.vivino.com/w/13437598,malo_ocenok,22,False,False,Rejon Negotinska Krajina,,hozyaistvo,игристое
dalia-gaamez-gamay,Dalia,Gaamez Gamay,11989979,https://www.vivino.com/w/11989979,ocenka_est,69,False,False,Rejon Negotinska Krajina,,hozyaistvo,красное
dalia-kos-merlot,Dalia,Kos Merlot,12314653,https://www.vivino.com/w/12314653,malo_ocenok,21,False,False,Rejon Negotinska Krajina,,hozyaistvo,красное
dalia-pramen,Dalia,Pramen,,,net_na_vivino,,False,False,Rejon Negotinska Krajina,,hozyaistvo,
dalia-pramen-traminac,Dalia,Pramen Traminac,13809488,https://www.vivino.com/w/13809488,malo_ocenok,25,False,False,Rejon Negotinska Krajina,,hozyaistvo,белое
dalia-splet,Dalia,Splet,,,net_na_vivino,,False,False,Rejon Negotinska Krajina,,hozyaistvo,красное
dalia-splet-gamay-vranac,Dalia,Splet Gamay - Vranac,12301509,https://www.vivino.com/w/12301509,ocenka_est,171,False,False,Rejon Negotinska Krajina,,hozyaistvo,красное
dalia-trac,Dalia,Trač,,,net_na_vivino,,False,False,Rejon Negotinska Krajina,,hozyaistvo,белое
dalia-trac-traminac,Dalia,Trač Traminac,11830011,https://www.vivino.com/w/11830011,ocenka_est,90,False,False,Rejon Negotinska Krajina,,hozyaistvo,белое
damalis-sauvignon-blanc,Damalis,Sauvignon Blanc,,,net_na_vivino,,False,True,,,,белое
damjanovic-brkino-belo,Damjanovic,Brkino Belo,9704640,https://www.vivino.com/w/9704640,malo_ocenok,2,False,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,белое
damjanovic-brkino-crno,Damjanovic,Brkino Crno,10163624,https://www.vivino.com/w/10163624,malo_ocenok,2,False,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,красное
damjanovic-chardonnay,Damjanovic,Chardonnay,12787938,https://www.vivino.com/w/12787938,malo_ocenok,1,False,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,белое
damjanovic-crno,Damjanovic,Crno,2265021,https://www.vivino.com/w/2265021,malo_ocenok,8,False,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,красное
damjanovic-damjan-barrique-sauvignon-blanc,Damjanovic,Damjan Barrique Sauvignon Blanc,2266720,https://www.vivino.com/w/2266720,ocenka_est,69,False,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,белое
damjanovic-dry-red,Damjanovic,Dry Red,1276999,https://www.vivino.com/w/1276999,ocenka_est,357,False,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,красное
damjanovic-gar-barrique-cabernet-sauvignon-merlot,Damjanovic,Gar Barrique Cabernet Sauvignon - Merlot,1636328,https://www.vivino.com/w/1636328,ocenka_est,240,False,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,красное
damjanovic-prokupac,Damjanovic,Prokupac,8438074,https://www.vivino.com/w/8438074,malo_ocenok,9,False,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,красное
damjanovic-rizling,Damjanovic,Rizling,9026394,https://www.vivino.com/w/9026394,malo_ocenok,3,False,False,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,белое
dealul-tirolului-chardonnay,Dealul Tirolului,Chardonnay,12370267,https://www.vivino.com/w/12370267,malo_ocenok,,False,False,,,,белое
dealul-tirolului-feteasca-neagra,Dealul Tirolului,Feteasca Neagra,9843994,https://www.vivino.com/w/9843994,malo_ocenok,74,False,False,,,,красное
dealul-tirolului-merlot,Dealul Tirolului,Merlot,10685127,https://www.vivino.com/w/10685127,malo_ocenok,2,False,False,,,,красное
dealul-tirolului-riesling-italian-alb-sec,Dealul Tirolului,Riesling Italian Alb Sec,11179672,https://www.vivino.com/w/11179672,malo_ocenok,6,False,False,,,,белое
despotika-beskraj-sauvignon-blanc,Despotika,BESKRAJ Sauvignon Blanc,,,net_na_vivino,,False,True,Šumadijski rejon,Krnjevačko vinogorje,hozyaistvo,белое
despotika-beckapaj-infintiy-sauvignon-blanc,Despotika,Beckapaj (Infintiy) Sauvignon Blanc,,,net_na_vivino,,False,True,Šumadijski rejon,Krnjevačko vinogorje,hozyaistvo,
despotika-beskraj,Despotika,Beskraj,,,net_na_vivino,,False,True,Šumadijski rejon,Krnjevačko vinogorje,hozyaistvo,белое
despotika-beskraj-sovinjon-beli,Despotika,Beskraj Sovinjon Beli,,,net_na_vivino,,False,False,Šumadijski rejon,Krnjevačko vinogorje,hozyaistvo,белое
despotika-dodir,Despotika,Dodir,,,net_na_vivino,,False,True,Šumadijski rejon,Krnjevačko vinogorje,hozyaistvo,белое
despotika-dodir-touch-tamjanika,Despotika,Dodir (Touch) Tamjanika,,,net_na_vivino,,False,True,Šumadijski rejon,Krnjevačko vinogorje,hozyaistvo,
despotika-dodir-muscat-ottonel-tamjanika,Despotika,Dodir Muscat Ottonel-Tamjanika,,,ocenka_est,,False,False,Šumadijski rejon,Krnjevačko vinogorje,hozyaistvo,белое
despotika-dodir-tamjanika,Despotika,Dodir Tamjanika,,,net_na_vivino,,False,True,Šumadijski rejon,Krnjevačko vinogorje,hozyaistvo,
despotika-dokaz,Despotika,Dokaz,,,net_na_vivino,,False,True,Šumadijski rejon,Oplenačko vinogorje,konkurs,красное
despotika-dokaz-cabernet-sauvignon,Despotika,Dokaz Cabernet Sauvignon,6304568,https://www.vivino.com/w/6304568,ocenka_est,4397,False,True,Šumadijski rejon,Oplenačko vinogorje,konkurs,красное
despotika-dokaz-sumadija,Despotika,Dokaz Šumadija,,,net_na_vivino,,False,True,Šumadijski rejon,Krnjevačko vinogorje,hozyaistvo,
despotika-krunski-dokas-the-key-evidence-grand-reserve,Despotika,Krunski Dokas (The Key Evidence) Grand Reserve,,,net_na_vivino,,False,True,Šumadijski rejon,Krnjevačko vinogorje,hozyaistvo,
despotika-krunski-dokaz,Despotika,Krunski Dokaz,,,net_na_vivino,,False,True,Šumadijski rejon,Oplenačko vinogorje,konkurs,красное
despotika-krunski-dokaz-cabernet-sauvignon,Despotika,Krunski Dokaz Cabernet Sauvignon,,,net_na_vivino,,False,True,Beogradski rejon,,konkurs,красное
despotika-krunski-dokaz-grand-reserve,Despotika,Krunski Dokaz Grand Reserve,11034950,https://www.vivino.com/w/11034950,ocenka_est,163,False,False,Šumadijski rejon,Krnjevačko vinogorje,hozyaistvo,красное
despotika-krunski-dokaz-single-vineyard-barrique-selection-cabernet-sauvignon,Despotika,Krunski Dokaz Single Vineyard Barrique Selection Cabernet Sauvignon,11270492,https://www.vivino.com/w/11270492,malo_ocenok,61,False,False,Šumadijski rejon,Krnjevačko vinogorje,hozyaistvo,красное
despotika-morava,Despotika,Morava,,,net_na_vivino,,False,True,Šumadijski rejon,Oplenačko vinogorje,konkurs,белое
despotika-morava-barik,Despotika,Morava Barik,13605147,https://www.vivino.com/w/13605147,malo_ocenok,1,False,True,Šumadijski rejon,Oplenačko vinogorje,konkurs,белое
despotika-morava-glina,Despotika,Morava Glina,,,net_na_vivino,,False,True,Šumadijski rejon,Krnjevačko vinogorje,hozyaistvo,белое
despotika-morava-inoks,Despotika,Morava Inoks,13605158,https://www.vivino.com/w/13605158,malo_ocenok,4,False,True,Šumadijski rejon,Krnjevačko vinogorje,hozyaistvo,белое
despotika-morava-late-harvest,Despotika,Morava Late Harvest,12219966,https://www.vivino.com/w/12219966,malo_ocenok,7,False,True,Šumadijski rejon,Krnjevačko vinogorje,hozyaistvo,десертное
despotika-morava-orange,Despotika,Morava Orange,,,ocenka_est,,False,True,Šumadijski rejon,Krnjevačko vinogorje,hozyaistvo,
despotika-morava-bariqque,Despotika,Morava bariqque,,,net_na_vivino,,False,True,Šumadijski rejon,Krnjevačko vinogorje,hozyaistvo,
