klyuch,hozyaistvo,vino,vivino_id,vivino_adres,vivino_status,etiketok,v_knige,est_u_kritikov,rejon,vinogorje,rejon_istochnik,cvet
pusula-cabernet-cuvee,Pusula Winery,Cabernet Cuvee,9719905,https://www.vivino.com/w/9719905,ocenka_est,347,False,False,Pocersko Valjevski Rejon,Podgorsko vinogorje,hozyaistvo,красное
pusula-cabernet-sauvignon,Pusula Winery,Cabernet Sauvignon,3409092,https://www.vivino.com/w/3409092,ocenka_est,170,False,True,Pocersko Valjevski Rejon,Podgorsko vinogorje,hozyaistvo,красное
pusula-chardonnay,Pusula Winery,Chardonnay,2504604,https://www.vivino.com/w/2504604,ocenka_est,71,False,True,Pocersko Valjevski Rejon,Podgorsko vinogorje,hozyaistvo,белое
pusula-l-estuaire,Pusula Winery,L' Estuaire,6217465,https://www.vivino.com/w/6217465,malo_ocenok,52,False,False,Pocersko Valjevski Rejon,Podgorsko vinogorje,hozyaistvo,белое
pusula-memento,Pusula Winery,Memento,,,net_na_vivino,,False,False,Pocersko Valjevski Rejon,Podgorsko vinogorje,hozyaistvo,
pusula-pinolibertas-pinot-noir,Pusula Winery,Pinolibertas Pinot Noir,1910664,https://www.vivino.com/w/1910664,malo_ocenok,19,False,False,Pocersko Valjevski Rejon,Podgorsko vinogorje,hozyaistvo,красное
pusula-pusula-belo,Pusula Winery,Pusula Belo,10621443,https://www.vivino.com/w/10621443,malo_ocenok,2,False,False,Pocersko Valjevski Rejon,Podgorsko vinogorje,hozyaistvo,белое
pusula-rose,Pusula Winery,Rose,2285292,https://www.vivino.com/w/2285292,ocenka_est,126,False,True,Pocersko Valjevski Rejon,Podgorsko vinogorje,hozyaistvo,розе
pusula-sauvignon-blanc,Pusula Winery,Sauvignon Blanc,2660419,https://www.vivino.com/w/2660419,ocenka_est,275,False,True,Pocersko Valjevski Rejon,,konkurs,белое
pusula-semper-bene-cabernet-sauvignon,Pusula Winery,Semper Bene Cabernet Sauvignon,1966576,https://www.vivino.com/w/1966576,malo_ocenok,54,False,False,Pocersko Valjevski Rejon,Podgorsko vinogorje,hozyaistvo,красное
pusula-traminac,Pusula Winery,Traminac,4812477,https://www.vivino.com/w/4812477,ocenka_est,202,False,True,Pocersko Valjevski Rejon,,konkurs,белое
quet-13-15-merlot,Quet,13/15 Merlot,,,net_na_vivino,,False,True,Sremski rejon,Fruškogorsko vinogorje,konkurs,красное
quet-chardonnay,Quet,Chardonnay,1512722,https://www.vivino.com/w/1512722,malo_ocenok,171,False,False,Sremski rejon,Fruškogorsko vinogorje,hozyaistvo,белое
quet-cuvee,Quet,Cuvée,7902281,https://www.vivino.com/w/7902281,ocenka_est,820,False,False,Sremski rejon,Fruškogorsko vinogorje,hozyaistvo,красное
quet-cuvee-blanc,Quet,Cuvée Blanc,13853458,https://www.vivino.com/w/13853458,malo_ocenok,2,False,False,Sremski rejon,Fruškogorsko vinogorje,hozyaistvo,белое
quet-grasac,Quet,Grašac,6755825,https://www.vivino.com/w/6755825,ocenka_est,854,False,False,Sremski rejon,Fruškogorsko vinogorje,hozyaistvo,белое
quet-italijanski-rizling,Quet,Italijanski Rizling,2657379,https://www.vivino.com/w/2657379,malo_ocenok,46,False,False,Sremski rejon,Fruškogorsko vinogorje,hozyaistvo,белое
quet-merlot-18-edition,Quet,Merlot 18+ Edition,4735505,https://www.vivino.com/w/4735505,ocenka_est,685,False,False,Sremski rejon,Fruškogorsko vinogorje,hozyaistvo,красное
quet-pinot-blanc,Quet,Pinot Blanc,5312717,https://www.vivino.com/w/5312717,malo_ocenok,64,False,False,Sremski rejon,Fruškogorsko vinogorje,hozyaistvo,белое
quet-pinot-noir,Quet,Pinot Noir,5312733,https://www.vivino.com/w/5312733,ocenka_est,261,False,False,Sremski rejon,Fruškogorsko vinogorje,hozyaistvo,красное
quet-pinot-noir-rose,Quet,Pinot Noir Rosé,5312727,https://www.vivino.com/w/5312727,ocenka_est,111,False,False,Sremski rejon,Fruškogorsko vinogorje,hozyaistvo,розе
quet-probus-rose,Quet,Probus Rosé,10227836,https://www.vivino.com/w/10227836,malo_ocenok,110,False,False,Sremski rejon,Fruškogorsko vinogorje,hozyaistvo,розе
quet-sauvignon-blanc,Quet,Sauvignon Blanc,5312716,https://www.vivino.com/w/5312716,malo_ocenok,139,False,False,Sremski rejon,Fruškogorsko vinogorje,hozyaistvo,белое
quet-traminac,Quet,Traminac,1790025,https://www.vivino.com/w/1790025,ocenka_est,322,False,False,Sremski rejon,Fruškogorsko vinogorje,hozyaistvo,белое
quet-tri-sunca-traminac-late-harvest,Quet,Tri sunca Traminac Late Harvest,,,net_na_vivino,,False,False,Sremski rejon,Fruškogorsko vinogorje,hozyaistvo,
radosavljevic-ognjiste,Radosavljevic,Ognjište,10780351,https://www.vivino.com/w/10780351,malo_ocenok,4,False,False,Rejon Tri Morave,Kruševačko vinogorje,hozyaistvo,красное
radosavljevic-rosa,Radosavljevic,Rosa,10821063,https://www.vivino.com/w/10821063,malo_ocenok,5,False,False,Rejon Tri Morave,Kruševačko vinogorje,hozyaistvo,розе
radosavljevic-sauvignon,Radosavljevic,Sauvignon,13463292,https://www.vivino.com/w/13463292,malo_ocenok,,False,False,Rejon Tri Morave,Kruševačko vinogorje,hozyaistvo,белое
radovanovic-25-reserve-cabernet-sauvignon,Radovanović,25 Reserve Cabernet Sauvignon,,,net_na_vivino,,False,True,Šumadijski rejon,Oplenačko vinogorje,konkurs,красное
radovanovic-ambassadors-charity,Radovanović,Ambassadors Charity,1910301,https://www.vivino.com/w/1910301,malo_ocenok,47,False,False,Šumadijski rejon,Krnjevačko vinogorje,hozyaistvo,красное
radovanovic-cabernet-sauvignon,Radovanović,Cabernet Sauvignon,8633379,https://www.vivino.com/w/8633379,ocenka_est,467,False,False,Šumadijski rejon,Krnjevačko vinogorje,hozyaistvo,красное
radovanovic-cabernet-sauvignon-barrique,Radovanović,Cabernet Sauvignon Barrique,1237080,https://www.vivino.com/w/1237080,ocenka_est,1825,False,False,Šumadijski rejon,Krnjevačko vinogorje,hozyaistvo,красное
radovanovic-cabernet-sauvignon-classique,Radovanović,Cabernet Sauvignon Classique,1957772,https://www.vivino.com/w/1957772,ocenka_est,13213,False,True,Šumadijski rejon,Krnjevačko vinogorje,hozyaistvo,красное
radovanovic-cabernet-sauvignon-grand-reserva,Radovanović,Cabernet Sauvignon Grand Reserva,,,net_na_vivino,,False,False,Šumadijski rejon,Krnjevačko vinogorje,hozyaistvo,красное
radovanovic-chardonnay-classique,Radovanović,Chardonnay Classique,2227428,https://www.vivino.com/w/2227428,ocenka_est,5802,False,True,Šumadijski rejon,Krnjevačko vinogorje,hozyaistvo,белое
radovanovic-chardonnay-selekcija,Radovanović,Chardonnay Selekcija,1485343,https://www.vivino.com/w/1485343,ocenka_est,2238,False,True,Šumadijski rejon,Oplenačko vinogorje,konkurs,белое
radovanovic-chardonnay-zdravica-za-vitezove-zdravija,Radovanović,Chardonnay Zdravica Za Vitezove Zdravija,9281933,https://www.vivino.com/w/9281933,malo_ocenok,6,False,False,Šumadijski rejon,Krnjevačko vinogorje,hozyaistvo,белое
radovanovic-classique-rhine-riesling,Radovanović,Classique Rhine Riesling,9538700,https://www.vivino.com/w/9538700,malo_ocenok,27,False,False,Šumadijski rejon,Krnjevačko vinogorje,hozyaistvo,белое
radovanovic-franc-cabernet-sauvignon,Radovanović,Franc - Cabernet Sauvignon,1183542,https://www.vivino.com/w/1183542,ocenka_est,6528,False,False,Šumadijski rejon,Krnjevačko vinogorje,hozyaistvo,красное
radovanovic-franc-cabernet-sauvignon-barrique,Radovanović,Franc Cabernet Sauvignon Barrique,,,net_na_vivino,,True,False,Šumadijski rejon,Krnjevačko vinogorje,hozyaistvo,красное
radovanovic-grand-reserve-cabernet-sauvignon,Radovanović,Grand Reserve Cabernet Sauvignon,12320828,https://www.vivino.com/w/12320828,ocenka_est,103,False,False,Šumadijski rejon,Krnjevačko vinogorje,hozyaistvo,красное
radovanovic-kisno-vino,Radovanović,Kišno vino,2910120,https://www.vivino.com/w/2910120,ocenka_est,291,False,False,Šumadijski rejon,Krnjevačko vinogorje,hozyaistvo,белое
radovanovic-pino-as,Radovanović,Pino As,2216438,https://www.vivino.com/w/2216438,malo_ocenok,79,False,False,Šumadijski rejon,Krnjevačko vinogorje,hozyaistvo,белое
radovanovic-pino-sivi,Radovanović,Pino Sivi,6172073,https://www.vivino.com/w/6172073,ocenka_est,381,False,False,Šumadijski rejon,Krnjevačko vinogorje,hozyaistvo,белое
radovanovic-reserve-franc-cabernet-sauvignon,Radovanović,Reserve Franc - Cabernet Sauvignon,6974534,https://www.vivino.com/w/6974534,malo_ocenok,3,False,False,Šumadijski rejon,Krnjevačko vinogorje,hozyaistvo,красное
radovanovic-rizling-rajnski,Radovanović,Rizling Rajnski,2454519,https://www.vivino.com/w/2454519,ocenka_est,1679,False,False,Šumadijski rejon,Krnjevačko vinogorje,hozyaistvo,белое
radovanovic-rose,Radovanović,Rosé,1583287,https://www.vivino.com/w/1583287,ocenka_est,1613,False,True,Šumadijski rejon,Krnjevačko vinogorje,hozyaistvo,розе
radovanovic-reserve-cabernet-sauvignon,Radovanović,Rèserve Cabernet Sauvignon,2408723,https://www.vivino.com/w/2408723,ocenka_est,9124,False,True,Šumadijski rejon,Krnjevačko vinogorje,hozyaistvo,красное
radovanovic-reserve-special-cabernet-sauvignon,Radovanović,Réserve Special Cabernet Sauvignon,6672388,https://www.vivino.com/w/6672388,ocenka_est,55,False,False,Šumadijski rejon,Krnjevačko vinogorje,hozyaistvo,красное
radovanovic-sauvignon-blanc,Radovanović,Sauvignon Blanc,7616054,https://www.vivino.com/w/7616054,ocenka_est,620,False,False,Šumadijski rejon,Krnjevačko vinogorje,hozyaistvo,белое
radovanovic-sovinjon,Radovanović,Sovinjon,1705006,https://www.vivino.com/w/1705006,ocenka_est,120,False,False,Šumadijski rejon,Krnjevačko vinogorje,hozyaistvo,белое
radosevic-grasac-beli,Radošević,Grasac Beli,13657890,https://www.vivino.com/w/13657890,malo_ocenok,,False,False,Sremski rejon,Fruškogorsko vinogorje,hozyaistvo,белое
radosevic-pinot-blanc,Radošević,Pinot Blanc,7997373,https://www.vivino.com/w/7997373,malo_ocenok,9,False,False,Sremski rejon,Fruškogorsko vinogorje,hozyaistvo,белое
radosevic-pinot-noir,Radošević,Pinot Noir,13926889,https://www.vivino.com/w/13926889,malo_ocenok,1,False,False,Sremski rejon,Fruškogorsko vinogorje,hozyaistvo,красное
radosevic-sauvignon-blanc,Radošević,Sauvignon Blanc,6993985,https://www.vivino.com/w/6993985,malo_ocenok,9,False,False,Sremski rejon,Fruškogorsko vinogorje,hozyaistvo,белое
radosevic-traminac,Radošević,Traminac,10144110,https://www.vivino.com/w/10144110,malo_ocenok,12,False,False,Sremski rejon,Fruškogorsko vinogorje,hozyaistvo,белое
radosevic-vranac-vrhunski,Radošević,Vranac Vrhunski,10571000,https://www.vivino.com/w/10571000,malo_ocenok,11,False,False,Sremski rejon,Fruškogorsko vinogorje,hozyaistvo,красное
radu-group-alu-radu-bela-tamjanika,Radu Group Vinarija,Alu Radu Bela Tamjanika,8351690,https://www.vivino.com/w/8351690,malo_ocenok,39,False,False,Rejon Negotinska Krajina,Rogljevačko-rajačko vinogorje,hozyaistvo,белое
radu-group-alu-radu-cabernet-sauvignon,Radu Group Vinarija,Alu Radu Cabernet Sauvignon,13792172,https://www.vivino.com/w/13792172,malo_ocenok,3,False,False,Rejon Negotinska Krajina,Rogljevačko-rajačko vinogorje,hozyaistvo,красное
radu-group-alu-radu-chardonnay,Radu Group Vinarija,Alu Radu Chardonnay,13792175,https://www.vivino.com/w/13792175,malo_ocenok,2,False,False,Rejon Negotinska Krajina,Rogljevačko-rajačko vinogorje,hozyaistvo,белое
radu-group-alu-radu-merlot,Radu Group Vinarija,Alu Radu Merlot,13792173,https://www.vivino.com/w/13792173,malo_ocenok,5,False,False,Rejon Negotinska Krajina,Rogljevačko-rajačko vinogorje,hozyaistvo,красное
radu-group-staro-bure-exclusive-edition-barrique-108-cabernet-sauvignin,Radu Group Vinarija,Staro Bure Exclusive Edition Barrique 108 Cabernet Sauvignin,13934873,https://www.vivino.com/w/13934873,malo_ocenok,21,False,False,Rejon Negotinska Krajina,Rogljevačko-rajačko vinogorje,hozyaistvo,красное
radu-group-staro-bure-exclusive-edition-barrique-cabernet-sauvignon,Radu Group Vinarija,Staro Bure Exclusive Edition Barrique Cabernet Sauvignon,13931697,https://www.vivino.com/w/13931697,malo_ocenok,37,False,False,Rejon Negotinska Krajina,Rogljevačko-rajačko vinogorje,hozyaistvo,красное
raj-bela-tamjanika,Raj,Bela Tamjanika,7281899,https://www.vivino.com/w/7281899,ocenka_est,120,False,False,Rejon Negotinska Krajina,Negotinsko vinogorje,hozyaistvo,белое
raj-crna-tamjanika,Raj,Crna Tamjanika,4830021,https://www.vivino.com/w/4830021,ocenka_est,307,False,False,Rejon Negotinska Krajina,Negotinsko vinogorje,hozyaistvo,красное
raj-game,Raj,Game,4481239,https://www.vivino.com/w/4481239,ocenka_est,330,False,False,Rejon Negotinska Krajina,Negotinsko vinogorje,hozyaistvo,красное
raj-marica,Raj,Marica,13904522,https://www.vivino.com/w/13904522,malo_ocenok,4,False,False,Rejon Negotinska Krajina,Negotinsko vinogorje,hozyaistvo,красное
raj-plot,Raj,Plot,3433320,https://www.vivino.com/w/3433320,ocenka_est,459,False,False,Rejon Negotinska Krajina,Negotinsko vinogorje,hozyaistvo,красное
raj-red-tamjanika,Raj,Red Tamjanika,,,net_na_vivino,,False,True,Rejon Negotinska Krajina,Negotinsko vinogorje,hozyaistvo,
raj-ronze,Raj,Ronze,9347564,https://www.vivino.com/w/9347564,malo_ocenok,48,False,False,Rejon Negotinska Krajina,Negotinsko vinogorje,hozyaistvo,розе
raj-sova,Raj,Sova,5011954,https://www.vivino.com/w/5011954,ocenka_est,114,False,False,Rejon Negotinska Krajina,Negotinsko vinogorje,hozyaistvo,белое
raj-zenit,Raj,Zenit,6396810,https://www.vivino.com/w/6396810,ocenka_est,127,False,False,Rejon Negotinska Krajina,Negotinsko vinogorje,hozyaistvo,белое
raj-zenit-semillon,Raj,Zenit Semillon,,,net_na_vivino,,False,True,Rejon Negotinska Krajina,Negotinsko vinogorje,hozyaistvo,
rajacke-pimnice-vukasinovi-bela-tamjanika,Rajacke Pimnice Vinarija Vukašinovi,Bela Tamjanika,9655972,https://www.vivino.com/w/9655972,malo_ocenok,1,False,False,,,,белое
rajacke-pimnice-vukasinovi-belo-wino,Rajacke Pimnice Vinarija Vukašinovi,Belo Wino,8131752,https://www.vivino.com/w/8131752,malo_ocenok,7,False,False,,,,красное
rajacke-pimnice-vukasinovi-crna-tamjanika,Rajacke Pimnice Vinarija Vukašinovi,Crna Tamjanika,8577697,https://www.vivino.com/w/8577697,malo_ocenok,58,False,False,,,,белое
rajacke-pimnice-vukasinovi-rajacki-roze,Rajacke Pimnice Vinarija Vukašinovi,Rajački Roze,10224856,https://www.vivino.com/w/10224856,malo_ocenok,8,False,False,,,,розе
rajacke-pimnice-vukasinovi-rajnski-belo-stono-suvo-vino-rizling,Rajacke Pimnice Vinarija Vukašinovi,Rajnski Belo Stono Suvo Vino Rizling,1926832,https://www.vivino.com/w/1926832,malo_ocenok,48,False,False,,,,белое
rajacke-pimnice-vukasinovi-roze,Rajacke Pimnice Vinarija Vukašinovi,Roze,10224854,https://www.vivino.com/w/10224854,malo_ocenok,,False,False,,,,розе
rajacke-pimnice-prvulovic-tamjanika,Rajačke Pimnice Podrum Prvulović,Tamjanika,9435306,https://www.vivino.com/w/9435306,malo_ocenok,34,False,False,,,,белое
rajkovic-office-rajkovic-tamjanika,Rajković wine office,Rajković Tamjanika,,,net_na_vivino,,False,True,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,белое
rakicevic-blagoslov,Rakicevic,Blagoslov,,,net_na_vivino,,False,True,Rejon Tri Morave,Župsko vinogorje,hozyaistvo,
ralevic-aurum,Ralević,Aurum,,,net_na_vivino,,True,True,Rejon Tri Morave,Paraćinsko vinogorje,hozyaistvo,красное
ralevic-aurum-limited-red-blend,Ralević,Aurum Limited Red Blend,14023864,https://www.vivino.com/w/14023864,malo_ocenok,2,True,False,Rejon Tri Morave,Paraćinsko vinogorje,hozyaistvo,красное
ralevic-barrel-fermented-chardonnay,Ralević,Barrel Fermented Chardonnay,10670035,https://www.vivino.com/w/10670035,malo_ocenok,22,False,False,Rejon Tri Morave,Paraćinsko vinogorje,hozyaistvo,белое
ralevic-cabernet-merlot,Ralević,Cabernet - Merlot,10040685,https://www.vivino.com/w/10040685,malo_ocenok,35,False,False,Rejon Tri Morave,Paraćinsko vinogorje,hozyaistvo,красное
ralevic-cabernet-sauvignon,Ralević,Cabernet Sauvignon,10952252,https://www.vivino.com/w/10952252,ocenka_est,99,False,True,Rejon Tri Morave,Paraćinsko vinogorje,hozyaistvo,красное
ralevic-chardonnay,Ralević,Chardonnay,,,net_na_vivino,,False,True,Rejon Tri Morave,Paraćinsko vinogorje,hozyaistvo,
ralevic-eter-chardonnay,Ralević,Eter Chardonnay,12980622,https://www.vivino.com/w/12980622,malo_ocenok,55,False,True,Rejon Tri Morave,Paraćinsko vinogorje,hozyaistvo,белое
ralevic-eter-sauvignon-blanc,Ralević,Eter Sauvignon Blanc,12117706,https://www.vivino.com/w/12117706,ocenka_est,163,False,False,Rejon Tri Morave,Paraćinsko vinogorje,hozyaistvo,белое
ralevic-gemini-cabernet-sauvignon,Ralević,Gemini Cabernet Sauvignon,10506215,https://www.vivino.com/w/10506215,ocenka_est,30,False,False,Rejon Tri Morave,Paraćinsko vinogorje,hozyaistvo,красное
ralevic-merlot,Ralević,Merlot,9972786,https://www.vivino.com/w/9972786,malo_ocenok,64,False,False,Rejon Tri Morave,Paraćinsko vinogorje,hozyaistvo,красное
ralevic-ra-ra,Ralević,Ra Ra,,,net_na_vivino,,True,False,Rejon Tri Morave,Paraćinsko vinogorje,hozyaistvo,
ralevic-rara-pet-nat,Ralević,RaRa Pet Nat,13406530,https://www.vivino.com/w/13406530,malo_ocenok,18,False,False,Rejon Tri Morave,Paraćinsko vinogorje,hozyaistvo,игристое
ralevic-rara-tamjanika-petnat,Ralević,RaRa Tamjanika PETNAT,,,net_na_vivino,,False,True,Rejon Tri Morave,Paraćinsko vinogorje,hozyaistvo,игристое
ralevic-rose-ra,Ralević,Rose Ra,10173807,https://www.vivino.com/w/10173807,malo_ocenok,55,False,False,Rejon Tri Morave,Paraćinsko vinogorje,hozyaistvo,розе
ralevic-sauvignon-blanc,Ralević,Sauvignon Blanc,,,net_na_vivino,,False,False,Rejon Tri Morave,Paraćinsko vinogorje,hozyaistvo,белое
ralevic-sauvignon-blanc-barrel-fermented,Ralević,Sauvignon Blanc Barrel Fermented,9075571,https://www.vivino.com/w/9075571,malo_ocenok,20,False,False,Rejon Tri Morave,Paraćinsko vinogorje,hozyaistvo,белое
ralevic-tamjanika,Ralević,Tamjanika,,,net_na_vivino,,False,True,Rejon Tri Morave,Paraćinsko vinogorje,hozyaistvo,
ralevic-virgo-tamjanika,Ralević,VIRGO Tamjanika,,,net_na_vivino,,True,True,Rejon Tri Morave,Paraćinsko vinogorje,hozyaistvo,белое
ralevic-virgo,Ralević,Virgo,,,net_na_vivino,,True,True,Rejon Tri Morave,Paraćinsko vinogorje,hozyaistvo,белое
ralevic-virgo-sauvignon-blanc,Ralević,Virgo Sauvignon Blanc,13829614,https://www.vivino.com/w/13829614,malo_ocenok,4,True,True,Rejon Tri Morave,Paraćinsko vinogorje,hozyaistvo,белое
ralevic-virgo-tamajnika,Ralević,Virgo Tamajnika,,,net_na_vivino,,True,False,Rejon Tri Morave,Paraćinsko vinogorje,hozyaistvo,белое
ralevic-vranac,Ralević,Vranac,10623790,https://www.vivino.com/w/10623790,malo_ocenok,81,False,True,Rejon Tri Morave,Paraćinsko vinogorje,hozyaistvo,красное
reljic-rebus-belo,Reljić Vinarija,Rebus Belo,10341549,https://www.vivino.com/w/10341549,ocenka_est,154,False,False,Subotički rejon,,hozyaistvo,белое
reljic-rebus-chardonnay-barrique,Reljić Vinarija,Rebus Chardonnay Barrique,12088428,https://www.vivino.com/w/12088428,malo_ocenok,35,False,False,Subotički rejon,,hozyaistvo,белое
reljic-rebus-crveno,Reljić Vinarija,Rebus Crveno,7256433,https://www.vivino.com/w/7256433,ocenka_est,441,False,True,Subotički rejon,,konkurs,красное
reljic-rebus-merlot-cabernet-sauvignon-probus,Reljić Vinarija,Rebus Merlot-Cabernet Sauvignon-Probus,,,net_na_vivino,,False,True,Subotički rejon,,konkurs,красное
reljic-rebus-reserve,Reljić Vinarija,Rebus Reserve,12639521,https://www.vivino.com/w/12639521,malo_ocenok,,False,True,Subotički rejon,,konkurs,красное
reljic-rebus-suvo-rose,Reljić Vinarija,Rebus Suvo Rosé,10685523,https://www.vivino.com/w/10685523,malo_ocenok,69,False,False,Subotički rejon,,hozyaistvo,розе
rittium-neoplanta,Rittium,Neoplanta,1277006,https://www.vivino.com/w/1277006,malo_ocenok,5,False,False,Sremski rejon,Fruškogorsko vinogorje,hozyaistvo,белое
rittium-probus-suvo-stono-crveno-vino,Rittium,Probus Suvo Stono Crveno Vino,1880086,https://www.vivino.com/w/1880086,malo_ocenok,43,False,False,Sremski rejon,Fruškogorsko vinogorje,hozyaistvo,красное
rittium-rizling-italijanski,Rittium,Rizling Italijanski,9230806,https://www.vivino.com/w/9230806,malo_ocenok,1,False,False,Sremski rejon,Fruškogorsko vinogorje,hozyaistvo,белое
rnjak-crveni-puz,Rnjak,CRVENI PUŽ,,,net_na_vivino,,False,True,Južnobanatski rejon,Vršačko vinogorje,hozyaistvo,красное
rnjak-cuvee-de-rgnac,Rnjak,CUVEE DE RGNAC,,,net_na_vivino,,False,True,Južnobanatski rejon,Vršačko vinogorje,hozyaistvo,красное
rnjak-cabernet-sauvignon,Rnjak,Cabernet Sauvignon,6578089,https://www.vivino.com/w/6578089,ocenka_est,142,False,False,Južnobanatski rejon,Vršačko vinogorje,hozyaistvo,красное
rnjak-chardonnay,Rnjak,Chardonnay,7621413,https://www.vivino.com/w/7621413,ocenka_est,161,False,True,Južnobanatski rejon,Vršačko vinogorje,hozyaistvo,белое
rnjak-merlot,Rnjak,Merlot,,,net_na_vivino,,False,True,Južnobanatski rejon,Vršačko vinogorje,hozyaistvo,красное
rnjak-merlot-limited-edition,Rnjak,Merlot Limited Edition,5799980,https://www.vivino.com/w/5799980,ocenka_est,119,False,False,Južnobanatski rejon,Vršačko vinogorje,hozyaistvo,красное
rnjak-pinot-noir,Rnjak,Pinot Noir,7620792,https://www.vivino.com/w/7620792,ocenka_est,354,False,True,Južnobanatski rejon,Vršačko vinogorje,hozyaistvo,красное
rnjak-sauvignon-blanc,Rnjak,Sauvignon Blanc,7782676,https://www.vivino.com/w/7782676,ocenka_est,258,False,True,Južnobanatski rejon,Vršačko vinogorje,hozyaistvo,белое
robert-rudinski-cabernet-sauvignon,Robert Rudinski,Cabernet Sauvignon,13165872,https://www.vivino.com/w/13165872,malo_ocenok,15,False,False,,,,красное
robert-rudinski-rizling,Robert Rudinski,Rizling,7412879,https://www.vivino.com/w/7412879,ocenka_est,160,False,False,,,,белое
rogan-cabernet-sauvignon,Rogan,Cabernet Sauvignon,2673832,https://www.vivino.com/w/2673832,malo_ocenok,80,False,False,Šumadijski rejon,Oplenačko vinogorje,hozyaistvo,красное
rogan-chardonnay,Rogan,Chardonnay,6516257,https://www.vivino.com/w/6516257,malo_ocenok,57,False,False,Šumadijski rejon,Oplenačko vinogorje,hozyaistvo,белое
rogan-rose,Rogan,Rosé,10958440,https://www.vivino.com/w/10958440,malo_ocenok,,False,False,Šumadijski rejon,Oplenačko vinogorje,hozyaistvo,розе
rogan-shiraz,Rogan,Shiraz,2161615,https://www.vivino.com/w/2161615,ocenka_est,589,False,False,Šumadijski rejon,Oplenačko vinogorje,hozyaistvo,красное
rubin-amante-aurora,Rubin,Amante Aurora,7268403,https://www.vivino.com/w/7268403,ocenka_est,170,False,True,Rejon Tri Morave,Kruševačko vinogorje,hozyaistvo,белое
rubin-amante-carmen,Rubin,Amante Carmen,7256680,https://www.vivino.com/w/7256680,ocenka_est,396,False,True,Rejon Tri Morave,Kruševačko vinogorje,hozyaistvo,красное
rubin-amante-carmen-prokupac-marselan-merlot,Rubin,Amante Carmen Prokupac-Marselan-Merlot,,,net_na_vivino,,False,True,Rejon Tri Morave,Kruševačko vinogorje,konkurs,красное
rubin-amante-matea,Rubin,Amante Matea,,,net_na_vivino,,False,True,Rejon Tri Morave,Kruševačko vinogorje,konkurs,красное
rubin-amante-matea-merlot,Rubin,Amante Matea Merlot,10032525,https://www.vivino.com/w/10032525,ocenka_est,660,False,True,Rejon Tri Morave,Kruševačko vinogorje,hozyaistvo,красное
rubin-amante-rina-chardonnay,Rubin,Amante Rina Chardonnay,9816015,https://www.vivino.com/w/9816015,ocenka_est,225,False,False,Rejon Tri Morave,Kruševačko vinogorje,hozyaistvo,белое
rubin-angelica,Rubin,Angelica,6615245,https://www.vivino.com/w/6615245,malo_ocenok,,False,False,Rejon Tri Morave,Kruševačko vinogorje,hozyaistvo,белое
rubin-cabernet-sauvignon,Rubin,Cabernet Sauvignon,1473684,https://www.vivino.com/w/1473684,ocenka_est,4999,False,True,Rejon Tri Morave,Kruševačko vinogorje,konkurs,красное
rubin-cabernet-sauvignon-paracinsko-vinogorje,Rubin,Cabernet Sauvignon - Paraćinsko vinogorje,,,net_na_vivino,,False,True,Rejon Tri Morave,Kruševačko vinogorje,hozyaistvo,
rubin-car-lazar,Rubin,Car Lazar,1546732,https://www.vivino.com/w/1546732,ocenka_est,4481,False,False,Rejon Tri Morave,Kruševačko vinogorje,hozyaistvo,красное
rubin-carica-milica,Rubin,Carica Milica,2122688,https://www.vivino.com/w/2122688,ocenka_est,3146,False,False,Rejon Tri Morave,Kruševačko vinogorje,hozyaistvo,красное
rubin-chardonnay,Rubin,Chardonnay,2046249,https://www.vivino.com/w/2046249,ocenka_est,2035,False,True,Rejon Tri Morave,Kruševačko vinogorje,hozyaistvo,белое
rubin-chardonnay-barrique-vrhunska-vina,Rubin,Chardonnay Barrique Vrhunska Vina,6661267,https://www.vivino.com/w/6661267,ocenka_est,694,False,False,Rejon Tri Morave,Kruševačko vinogorje,hozyaistvo,красное
rubin-czar-lazar-semi-dry,Rubin,Czar Lazar Semi-Dry,2766893,https://www.vivino.com/w/2766893,malo_ocenok,247,False,False,Rejon Tri Morave,Kruševačko vinogorje,hozyaistvo,красное
rubin-czarina-milica-rose,Rubin,Czarina Milica Rosé,2121756,https://www.vivino.com/w/2121756,malo_ocenok,92,False,False,Rejon Tri Morave,Kruševačko vinogorje,hozyaistvo,розе
rubin-don-rossi-belo,Rubin,Don Rossi Belo,2461445,https://www.vivino.com/w/2461445,malo_ocenok,245,False,False,Rejon Tri Morave,Kruševačko vinogorje,hozyaistvo,белое
rubin-don-rossi-crveno,Rubin,Don Rossi Crveno,1285444,https://www.vivino.com/w/1285444,ocenka_est,1014,False,False,Rejon Tri Morave,Kruševačko vinogorje,hozyaistvo,красное
rubin-double-barrique-cabernet-sauvignon,Rubin,Double Barrique Cabernet Sauvignon,10621464,https://www.vivino.com/w/10621464,ocenka_est,295,False,False,Rejon Tri Morave,Kruševačko vinogorje,hozyaistvo,красное
rubin-double-barrique-sauvignon-blanc,Rubin,Double Barrique Sauvignon Blanc,11026414,https://www.vivino.com/w/11026414,ocenka_est,193,False,False,Rejon Tri Morave,Kruševačko vinogorje,hozyaistvo,белое
